link,title
https://finance.yahoo.com/news/zuora-helps-seattle-times-meet-120000775.html,Zuora Helps The Seattle Times Meet Its Digital Subscriber Goals
https://finance.yahoo.com/news/zuora-welcomes-two-members-board-204600557.html,Zuora Welcomes Two New Members to its Board of Directors
https://finance.yahoo.com/news/did-hedge-funds-call-zuora-180655161.html,"Did Hedge Funds Make The Right Call On Zuora, Inc. (ZUO) ?"
