link,title
https://finance.yahoo.com/news/docusign-docu-outpaces-stock-market-214509105.html,DocuSign (DOCU) Outpaces Stock Market Gains: What You Should Know
https://www.barrons.com/articles/9-tech-stocks-that-will-please-both-growth-and-value-investors-51595343996?siteid=yhoof2&yptr=yahoo,9 Tech Stocks That Will Please Both Growth and Value Investors
https://finance.yahoo.com/news/3-growth-tech-stocks-buy-233811752.html,3 Growth Tech Stocks to Buy Right Now Not Named Zoom or Tesla
